id,x,y,z,vx,vy,vz,mass,sfr,half_mass_rad,fof_group,mostbound_id
1496,724.150146484375,26109.923828125,18377.287109375,-1198.7685546875,705.388916015625,737.7744750976562,0.2716582119464874,0.0,3.7797744274139404,0,292609333
11857,1216.7877197265625,25679.482421875,18232.548828125,-238.094970703125,-173.48611450195312,-802.2119750976562,0.017695100978016853,0.0,2.1065144538879395,0,5565397544
13909,560.3765258789062,26496.177734375,16222.138671875,-144.97113037109375,328.7234802246094,49.2180061340332,0.014156079851090908,0.0,1.8299896717071533,0,155728944
8825,792.9063110351562,27344.080078125,17281.2578125,323.3851318359375,-1162.6727294921875,544.7239379882812,0.027301011607050896,0.0,3.078887462615967,0,5203511032
10372,601.1473999023438,24500.587890625,17321.037109375,93.29911804199219,770.214111328125,944.615234375,0.021739695221185684,0.0,4.120030879974365,0,5569449322
6804,1021.4419555664062,26135.3671875,18408.23828125,-681.9248657226562,899.8624877929688,-744.1342163085938,0.036823272705078125,0.0,1.4901938438415527,0,5615710043
2095,7.039693832397461,24412.69921875,16885.390625,932.5872802734375,779.0296630859375,438.0797424316406,0.179984450340271,0.0,4.31903076171875,0,5548794412
14885,1811.441650390625,25975.69140625,19773.08984375,277.967041015625,735.068359375,-539.5027465820312,0.012639357708394527,0.0,1.9581152200698853,0,5444640133
9891,170.99710083007812,24924.31640625,17281.296875,143.11248779296875,87.09510040283203,641.459716796875,0.023256417363882065,0.0,2.99263596534729,0,5727479921
2085,1178.47607421875,25618.322265625,18529.83984375,-393.0578918457031,-232.60601806640625,-766.4026489257812,0.17842483520507812,0.0,3.3086776733398438,0,5940269243
13996,1100.664306640625,26282.408203125,19100.673828125,30.378995895385742,-1415.6923828125,431.08477783203125,0.013650505803525448,0.0,3.3190245628356934,0,497253842
828,1194.414306640625,26172.587890625,18139.50390625,-1050.5013427734375,-1650.1904296875,-317.3808288574219,0.5730199813842773,0.0,9.589049339294434,0,5992259253
10325,1153.2015380859375,27361.8125,17490.521484375,938.5970458984375,-652.0829467773438,1081.3653564453125,0.021739695221185684,0.0,5.6550984382629395,0,5675038232
6741,74868.2890625,24089.095703125,16357.6767578125,514.1846923828125,1139.2374267578125,108.88184356689453,0.03994036838412285,0.0,4.376241683959961,0,5983759622
16024,418.727294921875,26780.5859375,19146.53515625,721.5968627929688,-96.07495880126953,505.314697265625,0.011122634634375572,0.0,3.7991065979003906,0,1200498842
3889,230.48980712890625,24643.96875,17362.107421875,830.5892944335938,1050.8568115234375,364.4659118652344,0.08089188486337662,0.0,4.8165388107299805,0,5886446311
15323,74863.0546875,23875.65625,17033.552734375,713.64208984375,859.3732299804688,36.52280807495117,0.012133782729506493,0.0,3.8923654556274414,0,5106965022
2584,514.4658813476562,27073.25,17977.2421875,609.4922485351562,-1171.0245361328125,710.255859375,0.13650506734848022,0.0,5.123241901397705,0,5587180643
11103,172.77938842773438,24678.541015625,17078.154296875,328.07598876953125,693.77197265625,671.68115234375,0.019717397168278694,0.0,1.2460464239120483,0,5769586521
2334,1542.375732421875,26007.7578125,18177.703125,-347.4100036621094,-577.2430419921875,-1465.6387939453125,0.15622246265411377,0.0,6.454874515533447,0,5123121444
7667,725.7528686523438,26571.384765625,17337.24609375,177.03515625,-771.0453491210938,976.6361083984375,0.03240547701716423,0.0,3.264514923095703,0,5477130443
6889,527.3294067382812,25777.796875,17885.833984375,220.3992462158203,-596.3800048828125,-1455.01318359375,0.03842364624142647,0.0,2.826449394226074,0,233295244
15038,1341.068359375,25932.599609375,18941.498046875,222.9213104248047,-657.0053100585938,-580.2423706054688,0.012133782729506493,0.0,1.3703398704528809,0,5729377744
1713,1268.6820068359375,26952.07421875,17134.96875,-337.633544921875,-474.3139953613281,205.58657836914062,0.2305418848991394,0.0,5.247608184814453,0,622956743
8057,922.9363403320312,26988.638671875,17614.890625,21.782503128051758,-1500.42724609375,550.7201538085938,0.030840031802654266,0.0,2.6480867862701416,0,5915903532
7800,437.8689270019531,25955.263671875,16403.189453125,370.96148681640625,370.266357421875,856.1198120117188,0.03235675394535065,0.0,4.664807319641113,0,5559510722
14800,497.2591857910156,26360.919921875,15732.8349609375,495.6925354003906,491.744140625,560.4681396484375,0.012639357708394527,0.0,3.6710894107818604,0,6023371332
8746,485.9643859863281,26644.015625,18189.5703125,110.23392486572266,-115.01789093017578,698.63818359375,0.027301011607050896,0.0,1.7081869840621948,0,36134133
5500,1333.6339111328125,25701.076171875,18287.1328125,-823.2278442382812,303.2723388671875,-249.27926635742188,0.05207415297627449,0.0,2.6869935989379883,0,439513332
16420,310.6639709472656,27353.056640625,16023.603515625,934.4010620117188,-583.521240234375,235.10220336914062,0.010617060586810112,0.0,2.411349058151245,0,5084292143
3050,872.9931640625,26564.763671875,15669.7861328125,-446.3759765625,-124.93397521972656,834.974365234375,0.1027332991361618,0.0,2.3308122158050537,0,1061925932
4193,1270.3072509765625,27160.603515625,17135.88671875,763.9767456054688,-980.8638916015625,669.0032348632812,0.07381384819746017,0.0,4.1198954582214355,0,333711842
8387,526.2384033203125,26604.064453125,16312.5869140625,790.6089477539062,230.54466247558594,759.3790893554688,0.029323309659957886,0.0,3.538167953491211,0,5438837232
16051,124.19476318359375,24844.12109375,16963.08984375,215.21969604492188,-75.3470687866211,928.9320068359375,0.011122634634375572,0.0,2.4957845211029053,0,47660022
11247,1799.2857666015625,25272.51953125,18843.734375,-107.16160583496094,-638.97509765625,-479.122802734375,0.019211823120713234,0.0,2.310486078262329,0,307220542
10274,451.2380676269531,27040.693359375,17425.169921875,-36.467140197753906,-735.6162109375,1103.619140625,0.021739695221185684,0.0,1.441725254058838,0,5826399642
4438,575.30810546875,26006.474609375,17898.21484375,52.933712005615234,436.7120056152344,-761.6824951171875,0.06875810772180557,0.0,1.8792240619659424,0,286313643
13978,522.2254028320312,26119.337890625,18109.275390625,901.5684814453125,-450.6778564453125,613.3064575195312,0.013650505803525448,0.0,2.7215638160705566,0,5610189143
1714,508.4210205078125,25085.66796875,17113.359375,-66.42974090576172,1052.842529296875,568.75439453125,0.2305418848991394,0.0,5.472930431365967,0,5546816722
14937,950.8519287109375,26261.546875,18303.8359375,-180.69236755371094,-1785.248046875,-464.511962890625,0.012133782729506493,0.0,1.015170931816101,0,5578824843
9069,74934.6953125,24488.5546875,16547.71484375,976.4625244140625,1128.8984375,249.18887329101562,0.026289863511919975,0.0,2.5765976905822754,0,6009063822
8985,590.2085571289062,26293.330078125,17922.1484375,58.887664794921875,-69.42484283447266,-1150.3800048828125,0.026289863511919975,0.0,2.9846620559692383,0,491789344
4162,1253.525146484375,26375.0859375,17851.283203125,-113.36261749267578,-822.2062377929688,863.19384765625,0.07431942224502563,0.0,3.1414177417755127,0,5141195543
9799,579.8143310546875,26420.611328125,17710.90625,35.19089889526367,-64.143310546875,-207.7783660888672,0.023256417363882065,0.0,1.3305058479309082,0,5495170544
10444,725.8090209960938,27001.64453125,17716.640625,832.8056030273438,-633.7413330078125,784.9738159179688,0.021234121173620224,0.0,1.8003488779067993,0,5191791743
5380,426.8520812988281,26512.189453125,17461.537109375,745.8926391601562,15.46602725982666,598.4271240234375,0.05101579800248146,0.0,1.4735183715820312,0,5649859734
4345,373.9835205078125,26785.51953125,16486.86328125,409.7246398925781,185.6438446044922,1201.431640625,0.07078040391206741,0.0,3.139181137084961,0,5842033121
13662,1853.056396484375,26697.234375,19359.552734375,363.365478515625,-920.2367553710938,-1187.168212890625,0.014661654829978943,0.0,3.615957021713257,0,5953376744
169,568.328369140625,26761.427734375,17940.44921875,-1001.0562133789062,-1519.8651123046875,237.42526245117188,5.77885103225708,0.13521623611450195,16.518692016601562,0,121686143462
12753,1668.202392578125,25740.908203125,18903.5703125,26.544267654418945,925.2537841796875,-718.2470703125,0.016178376972675323,0.0,4.1710968017578125,0,5698947734
5771,896.7077026367188,26563.8125,19023.271484375,-1259.4754638671875,-1033.8079833984375,-541.1156005859375,0.04904070496559143,0.0,4.659921646118164,0,654519943
5858,1064.73291015625,26280.048828125,18683.775390625,1001.3191528320312,-1694.449462890625,24.45260238647461,0.04802955687046051,0.0,2.1922473907470703,0,277080542
1042,74853.1640625,24664.54296875,16734.41796875,341.315673828125,1095.8468017578125,105.20327758789062,0.40585973858833313,0.0,6.212498664855957,0,5826846822
8156,534.6141967773438,26039.697265625,17189.306640625,456.3969421386719,182.9426727294922,209.4176483154297,0.030334457755088806,0.0,1.5191651582717896,0,5662362534
15989,1215.3338623046875,27599.12109375,17908.947265625,-294.36724853515625,-1412.9449462890625,130.69033813476562,0.011122634634375572,0.0,2.274101495742798,0,559051052
9820,433.6267395019531,26594.810546875,17078.0234375,-556.9931640625,-899.1017456054688,112.00492095947266,0.023256417363882065,0.0,1.7705938816070557,0,48808434
16192,938.3504638671875,26241.87890625,18404.98828125,1513.133056640625,-1865.7603759765625,681.5668334960938,0.010617060586810112,0.0,0.8568006157875061,0,52884942
13880,717.73681640625,26456.767578125,19704.275390625,-548.9608764648438,-1037.7315673828125,-919.892578125,0.014156079851090908,0.0,2.782421112060547,0,1097479643
16757,445.0580749511719,26629.873046875,17182.478515625,36.27727508544922,-1785.6856689453125,700.8458862304688,0.010111485607922077,0.0,3.176541805267334,0,564645752
59,368.3349609375,26938.728515625,17463.423828125,553.2324829101562,-787.0011596679688,1032.974853515625,12.961209297180176,0.0,10.393023490905762,0,107350239782
736,1089.453125,26192.51953125,18511.453125,-604.95361328125,44.44114685058594,-296.3860778808594,0.07574310898780823,0.0,0.45545247197151184,0,116223087967
7685,407.6653747558594,25965.611328125,17880.99609375,-761.1923217773438,-82.05164337158203,-1426.63232421875,0.03286232799291611,0.0,1.9869314432144165,0,97685144
7606,906.4070434570312,26469.640625,17014.73046875,884.2733764648438,-586.9915161132812,873.9795532226562,0.03336790204048157,0.0,1.645764708518982,0,5918268332
17097,1092.3896484375,26447.703125,16758.830078125,1211.9598388671875,-672.6956787109375,266.3694152832031,0.010111485607922077,0.0,6.784997940063477,0,5935809743
9628,1898.6678466796875,26081.1875,19913.265625,112.97642517089844,604.819091796875,-563.8240966796875,0.024267565459012985,0.0,1.6032662391662598,0,5553560123
12742,1431.4141845703125,26992.544921875,16573.275390625,-38.53655242919922,-518.4501342773438,532.2936401367188,0.016178376972675323,0.0,1.8087563514709473,0,5886759532
11354,834.3406372070312,26118.404296875,17965.240234375,1338.4039306640625,-105.85873413085938,-337.41448974609375,0.018706249073147774,0.0,1.3270797729492188,0,5546751633
3245,162.35951232910156,26117.1640625,16203.693359375,-1.323936939239502,-44.515113830566406,184.8197784423828,0.10162043571472168,0.0,2.518357992172241,0,5739635533
8223,1247.942138671875,25250.076171875,18013.6171875,193.66334533691406,-1061.28369140625,-455.0373840332031,0.030334457755088806,0.0,3.615013599395752,0,5941986043
16890,1122.5892333984375,27425.39453125,17655.388671875,143.26210021972656,-1029.1290283203125,704.9363403320312,0.010111485607922077,0.0,3.771700620651245,0,5515623233
16101,452.410888671875,25211.44921875,16982.857421875,411.70172119140625,216.71664428710938,957.0558471679688,0.011122634634375572,0.0,3.232074737548828,0,5863965121
5838,1541.322021484375,26598.140625,17884.537109375,-201.5054473876953,542.3919677734375,-1197.4307861328125,0.04853513091802597,0.0,3.5345139503479004,0,5030351334
4156,74906.53125,24340.759765625,17034.7578125,239.9025115966797,1106.6900634765625,1007.5452880859375,0.0748249962925911,0.0,4.243348121643066,0,31094722
17059,74963.3671875,24705.57421875,17167.025390625,-194.69879150390625,76.51984405517578,1013.1414794921875,0.010111485607922077,0.0,2.930839776992798,0,567031221
16308,1199.3009033203125,26588.939453125,18681.205078125,599.6881103515625,-264.4147033691406,575.2951049804688,0.010617060586810112,0.0,1.7182703018188477,0,5614573744
9754,360.1707458496094,24743.498046875,16594.25390625,355.5849914550781,156.12095642089844,1145.125732421875,0.023761991411447525,0.0,2.2795732021331787,0,5906096422
12630,1638.7432861328125,26424.970703125,19109.19140625,-337.0841064453125,451.8000183105469,-1130.2857666015625,0.016178376972675323,0.0,1.8651634454727173,0,171541123
8422,749.2963256835938,26901.859375,15706.943359375,-414.6736755371094,-207.68450927734375,752.5402221679688,0.029323309659957886,0.0,2.220566987991333,0,1070027532
8527,672.6146240234375,26712.13671875,19288.94921875,174.76730346679688,243.5684356689453,-627.46337890625,0.028817735612392426,0.0,2.875671148300171,0,5472827843
1039,1316.322509765625,25361.248046875,18188.681640625,58.88656234741211,-236.87791442871094,-1037.4503173828125,0.4253115653991699,0.0,7.4787492752075195,0,366601942
6913,1138.9931640625,27493.962890625,17976.203125,53.338016510009766,272.7184753417969,-738.7576904296875,0.03842364624142647,0.0,6.4105143547058105,0,462840922
15015,1074.7823486328125,26351.52734375,17645.44140625,627.7052612304688,-594.747802734375,523.6049194335938,0.012133782729506493,0.0,2.6624670028686523,0,5621708032
7412,1810.799560546875,26110.017578125,19433.478515625,-921.575927734375,-394.1603088378906,-821.127197265625,0.034884627908468246,0.0,6.46614408493042,0,318381344
13736,273.0024719238281,26290.4453125,18570.501953125,-730.19970703125,-374.8817443847656,1029.943115234375,0.014156079851090908,0.0,3.019068717956543,0,637696543
7822,165.8149871826172,25650.984375,16881.142578125,151.3888397216797,218.6560516357422,-70.38330078125,0.03235675394535065,0.0,3.88149094581604,0,5783707644
13717,601.2808837890625,26262.7734375,17276.130859375,812.2726440429688,49.7470588684082,326.3589172363281,0.014156079851090908,0.0,1.6014785766601562,0,306426933
8137,857.2198486328125,25911.845703125,18678.70703125,-333.0041809082031,-1715.75439453125,31.531923294067383,0.030334457755088806,0.0,2.0198974609375,0,5502877832
10432,838.53369140625,25634.564453125,18349.26171875,1039.1405029296875,-245.4988250732422,544.8001098632812,0.021234121173620224,0.0,1.9202206134796143,0,399375542
13023,199.4746551513672,27187.416015625,16907.291015625,-564.27734375,32.98294448852539,1124.69921875,0.015672802925109863,0.0,2.450334310531616,0,1108685732
9260,767.9930419921875,25739.53125,18382.26171875,641.2217407226562,-1203.941650390625,664.0311889648438,0.02482025697827339,0.0,1.5701316595077515,0,276024653
15900,881.5074462890625,27028.701171875,18109.59375,-701.269287109375,-112.82926177978516,-1506.60400390625,0.011122634634375572,0.0,1.8532181978225708,0,5790019233
4554,1290.5823974609375,26624.267578125,19561.921875,-642.8381958007812,-634.2619018554688,-1166.381103515625,0.06673580408096313,0.0,4.6504034996032715,0,324043544
1493,527.4867553710938,26960.40625,18183.685546875,500.68121337890625,121.59367370605469,-1436.975341796875,0.27358099818229675,0.0,6.542666435241699,0,206699434
8377,278.74273681640625,26766.0,16220.470703125,-276.1533203125,-73.60377502441406,230.82571411132812,0.029323309659957886,0.0,1.9249118566513062,0,203557434
5400,773.0765380859375,25809.435546875,19738.068359375,185.90866088867188,-961.3921508789062,-115.55281066894531,0.05359087511897087,0.0,2.9501562118530273,0,5793533732
13294,289.8412780761719,25049.625,16553.66015625,252.79934692382812,904.04736328125,868.5745849609375,0.015167228877544403,0.0,4.632425308227539,0,5799891622
4984,234.32888793945312,24058.12109375,16588.51171875,-202.12477111816406,797.4955444335938,467.9207763671875,0.05921320989727974,0.0,3.8317713737487793,0,5835427721
6348,74583.265625,24673.546875,16783.509765625,907.2492065429688,322.21295166015625,733.0531616210938,0.04347939044237137,0.0,3.7443432807922363,0,5986071121
12843,274.2923583984375,26311.16796875,17550.376953125,-119.34639739990234,606.2957763671875,-732.9821166992188,0.015672802925109863,0.0,1.672980785369873,0,183238133
7828,926.4920043945312,26660.931640625,17829.322265625,-1100.461669921875,1157.046142578125,-321.1693420410156,0.03185117989778519,0.0,2.783257246017456,0,458554134
14994,667.9342041015625,26969.080078125,17586.2578125,353.7364196777344,-1164.047119140625,1101.309326171875,0.012133782729506493,0.0,1.1891977787017822,0,5879716242
10839,993.1417846679688,26897.57421875,18978.08984375,634.43310546875,-229.75799560546875,612.3831176757812,0.020222971215844154,0.0,6.091700553894043,0,474102822
16307,839.068115234375,25750.345703125,18021.7734375,-143.79193115234375,1290.27001953125,415.7795715332031,0.010617060586810112,0.0,2.704014778137207,0,5807575522
15765,845.1221313476562,26269.07421875,18527.0,253.52459716796875,-199.83103942871094,1151.756103515625,0.011122634634375572,0.0,1.0108509063720703,0,327847942
4035,1276.95849609375,26006.453125,18877.748046875,1219.7655029296875,-1139.000244140625,-103.35778045654297,0.07684729248285294,0.0,3.3631184101104736,0,94073832
2499,568.6648559570312,26282.623046875,18623.046875,377.0926208496094,-463.48175048828125,667.4965209960938,0.14223727583885193,0.0,3.165156126022339,0,5473726733
12919,481.7690124511719,25497.197265625,16878.30078125,-32.834877014160156,-650.1934204101562,-269.2948913574219,0.015672802925109863,0.0,3.3908934593200684,0,5709899633
11057,1408.279541015625,26938.3828125,17631.609375,-59.423561096191406,-613.7515869140625,565.53125,0.019717397168278694,0.0,2.721076250076294,0,507910342
1086,1009.627685546875,26723.03515625,18019.572265625,221.8894500732422,-758.383056640625,-1050.0887451171875,0.3736855983734131,0.0,3.1157915592193604,0,383501733
8817,1443.6763916015625,26873.326171875,18587.83984375,-142.95460510253906,-1367.4993896484375,711.907958984375,0.027301011607050896,0.0,3.2445874214172363,0,5751942532
11488,602.4332885742188,26915.181640625,16005.2666015625,334.33428955078125,211.86465454101562,789.4784545898438,0.018706249073147774,0.0,5.942912578582764,0,6009727132
8830,74674.640625,24163.681640625,16989.71484375,-145.2557373046875,276.3016662597656,241.09962463378906,0.027301011607050896,0.0,3.705655574798584,0,568705221
11786,1010.7644653320312,25943.296875,16792.78125,660.4642333984375,-1079.74560546875,920.676513671875,0.018200675025582314,0.0,2.670989513397217,0,5477644953
14033,1088.967529296875,25808.5546875,17777.37890625,-6.625678539276123,-752.0768432617188,1172.608154296875,0.013650505803525448,0.0,1.714752435684204,0,5110439642
15694,114.42970275878906,25298.341796875,16858.697265625,16.836183547973633,-167.7274627685547,-563.7967529296875,0.011628208681941032,0.0,2.2779955863952637,0,441113243
971,1523.590087890625,25604.880859375,18419.162109375,-293.94940185546875,255.0950927734375,777.7216186523438,0.46671682596206665,0.0,6.573993682861328,0,5675807653
8197,85.42210388183594,24415.689453125,16883.125,-4.017667293548584,1171.9560546875,520.0907592773438,0.030334457755088806,0.0,2.0061848163604736,0,5809927521
9704,1415.5673828125,27282.146484375,18144.52734375,630.2020263671875,-999.6524047851562,932.9866943359375,0.023761991411447525,0.0,4.140594959259033,0,5654561832
6181,365.9595031738281,26620.833984375,15819.205078125,-641.0136108398438,-33.161712646484375,864.846923828125,0.04499611258506775,0.0,1.9810036420822144,0,1203002032
6260,741.67041015625,26698.79296875,18380.658203125,-94.7093734741211,-448.12957763671875,-1056.7459716796875,0.042679835110902786,0.0,1.8306254148483276,0,5742623353
13606,326.6115417480469,26478.9296875,15385.09375,15.579791069030762,438.7530822753906,1089.8109130859375,0.014661654829978943,0.0,5.925510406494141,0,5834858321
12852,879.7103271484375,25767.08203125,17826.46875,565.1624755859375,-84.2577133178711,-1357.7427978515625,0.015672802925109863,0.0,1.578857183456421,0,378587943
11619,1322.1419677734375,26728.07421875,17250.46875,778.8826293945312,-907.5850219726562,1125.511474609375,0.018200675025582314,0.0,3.5269711017608643,0,423254642
10970,560.3580932617188,26599.146484375,18214.630859375,-1524.539306640625,-730.2281494140625,-1162.6767578125,0.019293073564767838,0.0,1.5274362564086914,0,5440404134
2448,55.15328598022461,24994.564453125,16968.248046875,592.9601440429688,721.796142578125,259.70428466796875,0.14666734635829926,0.0,5.618492126464844,0,593610221
12646,1028.904541015625,27033.486328125,18040.77734375,-1110.8182373046875,-461.200927734375,-732.7839965820312,0.016178376972675323,0.0,1.6607606410980225,0,5697622234
928,744.1751708984375,26276.5703125,17629.767578125,370.6672668457031,-837.269775390625,950.7102661132812,0.45263931155204773,0.0,3.9408130645751953,0,5686748632
6690,754.1360473632812,26669.09375,17392.02734375,700.2552490234375,44.34184646606445,1324.80517578125,0.03994036838412285,0.0,2.579228401184082,0,5506165933
450,186.50657653808594,24332.759765625,16178.4990234375,217.4102783203125,825.5127563476562,345.54541015625,1.3309171199798584,0.0,11.480854034423828,0,5764914522
3221,1564.0166015625,26685.986328125,17409.978515625,-246.8736572265625,-300.319580078125,58.7208137512207,0.10170437395572662,0.0,3.8312416076660156,0,209889034
12877,555.7770385742188,25887.224609375,17059.267578125,268.5643615722656,-1199.4583740234375,409.4158630371094,0.015672802925109863,0.0,3.6830801963806152,0,569268352
10009,889.3998413085938,26751.041015625,15696.974609375,-412.9482727050781,-184.26695251464844,820.7462158203125,0.022750843316316605,0.0,3.6065914630889893,0,1114939232
10546,1651.87158203125,26098.6875,19849.14453125,357.3981628417969,-614.1908569335938,30.80249786376953,0.021234121173620224,0.0,2.6334786415100098,0,318438442
9798,911.8394775390625,26902.330078125,17438.720703125,969.9756469726562,30.71636390686035,-747.9818725585938,0.023256417363882065,0.0,2.5277366638183594,0,1057729933
4881,738.8312377929688,26458.11328125,18082.6796875,1028.23193359375,225.02117919921875,1108.697021484375,0.059523455798625946,0.0,1.590503215789795,0,5620890334
16102,362.105712890625,24996.171875,17204.01953125,-308.9582824707031,850.886962890625,348.8724365234375,0.011122634634375572,0.0,2.0317602157592773,0,5631270422
16981,1334.627197265625,27383.244140625,17877.6171875,28.33976936340332,-944.2979125976562,543.4452514648438,0.010111485607922077,0.0,1.6579402685165405,0,5621240542
16746,645.7931518554688,25993.560546875,18108.6953125,-28.740278244018555,-1656.510986328125,560.29833984375,0.010111485607922077,0.0,1.3390885591506958,0,251729653
2325,1096.3338623046875,26116.22265625,18436.03515625,-703.0343627929688,101.62020874023438,-836.6426391601562,0.12457127869129181,0.0,2.1107592582702637,0,5826497633
5277,424.9566345214844,26721.62109375,16928.041015625,428.0713806152344,-973.211669921875,-677.1797485351562,0.05510759726166725,0.0,2.3321683406829834,0,5632228923
17183,318.3164367675781,27458.455078125,16963.80078125,780.6887817382812,-1075.3485107421875,430.6675109863281,0.010111485607922077,0.0,4.291017055511475,0,5117200542
11967,796.2553100585938,27322.466796875,16635.537109375,-235.51661682128906,-137.76670837402344,42.07787322998047,0.017695100978016853,0.0,2.9108774662017822,0,1184332243
10149,767.7273559570312,26969.0859375,16568.078125,-718.97314453125,-148.39990234375,91.61181640625,0.022245269268751144,0.0,2.3494505882263184,0,551502744
10362,150.1322479248047,24262.859375,16947.955078125,-556.1319580078125,883.2509155273438,286.6689147949219,0.021739695221185684,0.0,1.8263803720474243,0,5625579312
5516,108.53130340576172,24517.974609375,16552.7109375,69.44066619873047,986.2848510742188,971.1038208007812,0.05207415297627449,0.0,3.5631444454193115,0,5859155622
15001,749.060302734375,27029.984375,17488.40625,540.4736938476562,-446.1151123046875,893.8853759765625,0.012133782729506493,0.0,1.6063172817230225,0,5946173332
